"idade","sexo","racacor","causabas","ano","n"
"< 1","M","Bra","XX","2008",4
"< 1","M","Bra","XX","2009",8
"< 1","M","Bra","XX","2010",6
"< 1","M","Bra","XX","2011",8
"< 1","M","Bra","XX","2012",4
"< 1","M","Bra","XX","2013",3
"< 1","M","Bra","XX","2014",5
"< 1","M","Bra","XX","2015",3
"< 1","M","Bra","XX","2016",6
"< 1","M","Bra","XX","2017",5
"< 1","M","Ind","I","2007",2
"< 1","M","Ind","IV","2009",1
"< 1","M","Ind","IV","2017",1
"< 1","M","Ind","X","2006",1
"< 1","M","Ind","XVI","2006",6
"< 1","M","Ind","XVI","2007",5
"< 1","M","Ind","XVI","2008",8
"< 1","M","Ind","XVI","2009",2
"< 1","M","Ind","XVI","2010",1
"< 1","M","Ind","XVI","2011",1
"< 1","M","Ind","XVI","2012",2
"< 1","M","Ind","XVI","2013",3
"< 1","M","Ind","XVI","2014",1
"< 1","M","Ind","XVI","2015",1
"< 1","M","Ind","XVI","2016",2
"< 1","M","Ind","XVI","2017",5
"< 1","M","Ind","XVII","2006",1
"< 1","M","Ind","XVII","2012",1
"< 1","M","Ind","XVIII","2008",1
"< 1","M","Ind","XX","2009",1
"< 1","M","null","I","2006",56
"< 1","M","null","I","2007",29
"< 1","M","null","I","2008",17
"< 1","M","null","I","2009",17
"< 1","M","null","I","2010",15
"< 1","M","null","I","2011",14
"< 1","M","null","I","2012",21
"< 1","M","null","I","2013",20
"< 1","M","null","I","2014",16
"< 1","M","null","I","2015",6
"< 1","M","null","I","2016",7
"< 1","M","null","I","2017",5
"< 1","M","null","II","2006",1
"< 1","M","null","II","2007",1
"< 1","M","null","II","2008",1
"< 1","M","null","II","2013",2
"< 1","M","null","II","2017",1
"< 1","M","null","III","2006",3
"< 1","M","null","III","2007",1
"< 1","M","null","III","2008",3
"< 1","M","null","III","2009",4
"< 1","M","null","III","2010",1
"< 1","M","null","III","2011",3
"< 1","M","null","III","2012",2
"< 1","M","null","III","2013",1
"< 1","M","null","III","2015",1
"< 1","M","null","III","2017",1
"< 1","M","null","IV","2006",14
"< 1","M","null","IV","2007",5
"< 1","M","null","IV","2008",5
"< 1","M","null","IV","2009",6
"< 1","M","null","IV","2010",1
"< 1","M","null","IV","2011",4
"< 1","M","null","IV","2012",3
"< 1","M","null","IV","2013",2
"< 1","M","null","IV","2014",5
"< 1","M","null","IV","2015",1
"< 1","M","null","IV","2016",4
"< 1","M","null","IV","2017",2
"< 1","M","null","IX","2007",3
"< 1","M","null","IX","2009",1
"< 1","M","null","IX","2010",1
"< 1","M","null","IX","2011",2
"< 1","M","null","IX","2012",4
"< 1","M","null","IX","2013",3
"< 1","M","null","IX","2014",1
"< 1","M","null","IX","2015",2
"< 1","M","null","IX","2016",1
"< 1","M","null","VI","2006",7
"< 1","M","null","VI","2007",4
"< 1","M","null","VI","2008",5
"< 1","M","null","VI","2009",6
"< 1","M","null","VI","2010",3
"< 1","M","null","VI","2011",4
"< 1","M","null","VI","2012",3
"< 1","M","null","VI","2014",3
"< 1","M","null","VI","2015",3
"< 1","M","null","VI","2016",1
"< 1","M","null","X","2006",32
"< 1","M","null","X","2007",26
"< 1","M","null","X","2008",14
"< 1","M","null","X","2009",12
"< 1","M","null","X","2010",13
"< 1","M","null","X","2011",13
"< 1","M","null","X","2012",17
"< 1","M","null","X","2013",17
"< 1","M","null","X","2014",9
"< 1","M","null","X","2015",9
"< 1","M","null","X","2016",3
"< 1","M","null","X","2017",2
"< 1","M","null","XI","2006",6
"< 1","M","null","XI","2007",10
"< 1","M","null","XI","2008",3
"< 1","M","null","XI","2009",6
"< 1","M","null","XI","2010",3
"< 1","M","null","XI","2011",4
"< 1","M","null","XI","2012",4
"< 1","M","null","XI","2013",6
"< 1","M","null","XI","2014",2
"< 1","M","null","XI","2015",4
"< 1","M","null","XI","2016",1
"< 1","M","null","XI","2017",1
"< 1","M","null","XII","2006",1
"< 1","M","null","XII","2011",1
"< 1","M","null","XII","2015",1
"< 1","M","null","XIII","2006",1
"< 1","M","null","XIII","2014",1
"< 1","M","null","XIV","2006",3
"< 1","M","null","XIV","2007",2
"< 1","M","null","XIV","2009",2
"< 1","M","null","XIV","2010",1
"< 1","M","null","XIV","2011",1
"< 1","M","null","XIV","2013",2
"< 1","M","null","XIV","2014",3
"< 1","M","null","XIV","2015",1
"< 1","M","null","XIV","2017",1
"< 1","M","null","XVI","2006",492
"< 1","M","null","XVI","2007",454
"< 1","M","null","XVI","2008",361
"< 1","M","null","XVI","2009",361
"< 1","M","null","XVI","2010",299
"< 1","M","null","XVI","2011",328
"< 1","M","null","XVI","2012",318
"< 1","M","null","XVI","2013",346
"< 1","M","null","XVI","2014",227
"< 1","M","null","XVI","2015",194
"< 1","M","null","XVI","2016",132
"< 1","M","null","XVI","2017",141
"< 1","M","null","XVII","2006",64
"< 1","M","null","XVII","2007",65
"< 1","M","null","XVII","2008",93
"< 1","M","null","XVII","2009",86
"< 1","M","null","XVII","2010",64
"< 1","M","null","XVII","2011",65
"< 1","M","null","XVII","2012",78
"< 1","M","null","XVII","2013",74
"< 1","M","null","XVII","2014",48
"< 1","M","null","XVII","2015",56
"< 1","M","null","XVII","2016",42
"< 1","M","null","XVII","2017",44
"< 1","M","null","XVIII","2006",50
"< 1","M","null","XVIII","2007",39
"< 1","M","null","XVIII","2008",24
"< 1","M","null","XVIII","2009",25
"< 1","M","null","XVIII","2010",15
"< 1","M","null","XVIII","2011",25
"< 1","M","null","XVIII","2012",11
"< 1","M","null","XVIII","2013",10
"< 1","M","null","XVIII","2014",15
"< 1","M","null","XVIII","2015",11
"< 1","M","null","XVIII","2016",4
"< 1","M","null","XVIII","2017",8
"< 1","M","null","XX","2006",5
"< 1","M","null","XX","2007",8
"< 1","M","null","XX","2008",4
"< 1","M","null","XX","2009",4
"< 1","M","null","XX","2010",7
"< 1","M","null","XX","2011",7
"< 1","M","null","XX","2012",4
"< 1","M","null","XX","2013",6
"< 1","M","null","XX","2014",5
"< 1","M","null","XX","2015",1
"< 1","M","null","XX","2016",2
"< 1","M","Par","I","2006",116
"< 1","M","Par","I","2007",84
"< 1","M","Par","I","2008",85
"< 1","M","Par","I","2009",80
"< 1","M","Par","I","2010",71
"< 1","M","Par","I","2011",47
"< 1","M","Par","I","2012",59
"< 1","M","Par","I","2013",56
"< 1","M","Par","I","2014",53
"< 1","M","Par","I","2015",52
"< 1","M","Par","I","2016",64
"< 1","M","Par","I","2017",32
"< 1","M","Par","II","2006",1
"< 1","M","Par","II","2007",3
"< 1","M","Par","II","2008",8
"< 1","M","Par","II","2009",4
"< 1","M","Par","II","2010",5
"< 1","M","Par","II","2011",2
"< 1","M","Par","II","2012",2
"< 1","M","Par","II","2013",4
"< 1","M","Par","II","2014",5
"< 1","M","Par","II","2015",4
"< 1","M","Par","II","2016",2
"< 1","M","Par","II","2017",2
"< 1","M","Par","III","2006",4
"< 1","M","Par","III","2007",8
"< 1","M","Par","III","2008",5
"< 1","M","Par","III","2009",4
"< 1","M","Par","III","2010",4
"< 1","M","Par","III","2011",6
"< 1","M","Par","III","2012",6
"< 1","M","Par","III","2013",4
"< 1","M","Par","III","2014",3
"< 1","M","Par","III","2015",3
"< 1","M","Par","III","2016",3
"< 1","M","Par","III","2017",6
"< 1","M","Par","IV","2006",27
"< 1","M","Par","IV","2007",18
"< 1","M","Par","IV","2008",23
"< 1","M","Par","IV","2009",15
"< 1","M","Par","IV","2010",18
"< 1","M","Par","IV","2011",14
"< 1","M","Par","IV","2012",8
"< 1","M","Par","IV","2013",20
"< 1","M","Par","IV","2014",18
"< 1","M","Par","IV","2015",12
"< 1","M","Par","IV","2016",14
"< 1","M","Par","IV","2017",9
"< 1","M","Par","IX","2006",9
"< 1","M","Par","IX","2007",4
"< 1","M","Par","IX","2008",6
"< 1","M","Par","IX","2009",10
"< 1","M","Par","IX","2010",9
"< 1","M","Par","IX","2011",10
"< 1","M","Par","IX","2012",4
"< 1","M","Par","IX","2013",8
"< 1","M","Par","IX","2014",9
"< 1","M","Par","IX","2015",8
"< 1","M","Par","IX","2016",10
"< 1","M","Par","IX","2017",10
"< 1","M","Par","V","2012",1
"< 1","M","Par","VI","2006",14
"< 1","M","Par","VI","2007",17
"< 1","M","Par","VI","2008",11
"< 1","M","Par","VI","2009",15
"< 1","M","Par","VI","2010",20
"< 1","M","Par","VI","2011",14
"< 1","M","Par","VI","2012",6
"< 1","M","Par","VI","2013",6
"< 1","M","Par","VI","2014",13
"< 1","M","Par","VI","2015",13
"< 1","M","Par","VI","2016",9
"< 1","M","Par","VI","2017",7
"< 1","M","Par","VIII","2006",2
"< 1","M","Par","VIII","2009",1
"< 1","M","Par","VIII","2011",1
"< 1","M","Par","VIII","2016",1
"< 1","M","Par","VIII","2017",1
"< 1","M","Par","X","2006",95
"< 1","M","Par","X","2007",69
"< 1","M","Par","X","2008",66
"< 1","M","Par","X","2009",59
"< 1","M","Par","X","2010",48
"< 1","M","Par","X","2011",43
"< 1","M","Par","X","2012",47
"< 1","M","Par","X","2013",45
"< 1","M","Par","X","2014",49
"< 1","M","Par","X","2015",45
"< 1","M","Par","X","2016",41
"< 1","M","Par","X","2017",44
"< 1","M","Par","XI","2006",11
"< 1","M","Par","XI","2007",10
"< 1","M","Par","XI","2008",9
"< 1","M","Par","XI","2009",14
"< 1","M","Par","XI","2010",14
"< 1","M","Par","XI","2011",9
"< 1","M","Par","XI","2012",8
"< 1","M","Par","XI","2013",10
"< 1","M","Par","XI","2014",10
"< 1","M","Par","XI","2015",6
"< 1","M","Par","XI","2016",18
"< 1","M","Par","XI","2017",8
"< 1","M","Par","XII","2006",1
"< 1","M","Par","XII","2007",1
"< 1","M","Par","XII","2008",1
"< 1","M","Par","XII","2009",1
"< 1","M","Par","XII","2011",1
"< 1","M","Par","XII","2016",1
"< 1","M","Par","XIII","2006",1
"< 1","M","Par","XIII","2009",2
"< 1","M","Par","XIII","2010",1
"< 1","M","Par","XIII","2012",1
"< 1","M","Par","XIV","2006",3
"< 1","M","Par","XIV","2007",6
"< 1","M","Par","XIV","2008",6
"< 1","M","Par","XIV","2009",5
"< 1","M","Par","XIV","2010",1
"< 1","M","Par","XIV","2011",4
"< 1","M","Par","XIV","2012",2
"< 1","M","Par","XIV","2013",4
"< 1","M","Par","XIV","2014",4
"< 1","M","Par","XIV","2015",3
"< 1","M","Par","XIV","2016",5
"< 1","M","Par","XIV","2017",4
"< 1","M","Par","XVI","2006",968
"< 1","M","Par","XVI","2007",920
"< 1","M","Par","XVI","2008",815
"< 1","M","Par","XVI","2009",867
"< 1","M","Par","XVI","2010",859
"< 1","M","Par","XVI","2011",759
"< 1","M","Par","XVI","2012",697
"< 1","M","Par","XVI","2013",678
"< 1","M","Par","XVI","2014",726
"< 1","M","Par","XVI","2015",716
"< 1","M","Par","XVI","2016",839
"< 1","M","Par","XVI","2017",806
"< 1","M","Par","XVII","2006",128
"< 1","M","Par","XVII","2007",170
"< 1","M","Par","XVII","2008",170
"< 1","M","Par","XVII","2009",171
"< 1","M","Par","XVII","2010",170
"< 1","M","Par","XVII","2011",133
"< 1","M","Par","XVII","2012",148
"< 1","M","Par","XVII","2013",152
"< 1","M","Par","XVII","2014",187
"< 1","M","Par","XVII","2015",154
"< 1","M","Par","XVII","2016",180
"< 1","M","Par","XVII","2017",153
"< 1","M","Par","XVIII","2006",57
"< 1","M","Par","XVIII","2007",41
"< 1","M","Par","XVIII","2008",45
"< 1","M","Par","XVIII","2009",46
"< 1","M","Par","XVIII","2010",36
"< 1","M","Par","XVIII","2011",40
"< 1","M","Par","XVIII","2012",42
"< 1","M","Par","XVIII","2013",38
"< 1","M","Par","XVIII","2014",40
"< 1","M","Par","XVIII","2015",24
"< 1","M","Par","XVIII","2016",39
"< 1","M","Par","XVIII","2017",46
"< 1","M","Par","XX","2006",18
"< 1","M","Par","XX","2007",23
"< 1","M","Par","XX","2008",10
"< 1","M","Par","XX","2009",20
"< 1","M","Par","XX","2010",26
"< 1","M","Par","XX","2011",11
"< 1","M","Par","XX","2012",15
"< 1","M","Par","XX","2013",18
"< 1","M","Par","XX","2014",22
"< 1","M","Par","XX","2015",14
"< 1","M","Par","XX","2016",16
"< 1","M","Par","XX","2017",24
"< 1","M","Pre","I","2006",11
"< 1","M","Pre","I","2007",13
"< 1","M","Pre","I","2008",6
"< 1","M","Pre","I","2009",5
"< 1","M","Pre","I","2010",4
"< 1","M","Pre","I","2011",6
"< 1","M","Pre","I","2012",2
"< 1","M","Pre","I","2013",7
"< 1","M","Pre","I","2014",5
"< 1","M","Pre","I","2015",6
"< 1","M","Pre","I","2016",2
"< 1","M","Pre","I","2017",5
"< 1","M","Pre","II","2007",1
"< 1","M","Pre","II","2008",1
"< 1","M","Pre","II","2010",1
"< 1","M","Pre","II","2011",1
"< 1","M","Pre","II","2012",2
"< 1","M","Pre","II","2016",1
"< 1","M","Pre","III","2009",1
"< 1","M","Pre","III","2010",1
"< 1","M","Pre","III","2012",1
"< 1","M","Pre","III","2017",2
"< 1","M","Pre","IV","2006",3
"< 1","M","Pre","IV","2007",1
"< 1","M","Pre","IV","2008",1
"< 1","M","Pre","IV","2010",1
"< 1","M","Pre","IV","2013",1
"< 1","M","Pre","IV","2014",2
"< 1","M","Pre","IX","2012",1
"< 1","M","Pre","IX","2013",2
"< 1","M","Pre","IX","2014",2
"< 1","M","Pre","IX","2016",1
"< 1","M","Pre","VI","2006",1
"< 1","M","Pre","VI","2008",1
"< 1","M","Pre","VI","2009",1
"< 1","M","Pre","VI","2010",1
"< 1","M","Pre","VI","2011",1
"< 1","M","Pre","VI","2012",2
"< 1","M","Pre","VI","2016",1
"< 1","M","Pre","VI","2017",2
"< 1","M","Pre","X","2006",7
"< 1","M","Pre","X","2007",8
"< 1","M","Pre","X","2008",3
"< 1","M","Pre","X","2009",7
"< 1","M","Pre","X","2010",6
"< 1","M","Pre","X","2011",5
"< 1","M","Pre","X","2012",7
"< 1","M","Pre","X","2013",7
"< 1","M","Pre","X","2014",2
"< 1","M","Pre","X","2015",7
"< 1","M","Pre","X","2016",2
"< 1","M","Pre","X","2017",4
"< 1","M","Pre","XI","2006",1
"< 1","M","Pre","XI","2007",1
"< 1","M","Pre","XI","2008",1
"< 1","M","Pre","XI","2010",2
"< 1","M","Pre","XI","2012",4
"< 1","M","Pre","XI","2014",2
"< 1","M","Pre","XI","2015",2
"< 1","M","Pre","XI","2017",2
"< 1","M","Pre","XIV","2009",2
"< 1","M","Pre","XIV","2010",1
"< 1","M","Pre","XIV","2014",1
"< 1","M","Pre","XVI","2006",49
"< 1","M","Pre","XVI","2007",37
"< 1","M","Pre","XVI","2008",35
"< 1","M","Pre","XVI","2009",35
"< 1","M","Pre","XVI","2010",33
"< 1","M","Pre","XVI","2011",40
"< 1","M","Pre","XVI","2012",35
"< 1","M","Pre","XVI","2013",29
"< 1","M","Pre","XVI","2014",29
"< 1","M","Pre","XVI","2015",20
"< 1","M","Pre","XVI","2016",34
"< 1","M","Pre","XVI","2017",33
"< 1","M","Pre","XVII","2006",7
"< 1","M","Pre","XVII","2007",9
"< 1","M","Pre","XVII","2008",12
"< 1","M","Pre","XVII","2009",9
"< 1","M","Pre","XVII","2010",7
"< 1","M","Pre","XVII","2011",6
"< 1","M","Pre","XVII","2012",11
"< 1","M","Pre","XVII","2013",10
"< 1","M","Pre","XVII","2014",5
"< 1","M","Pre","XVII","2015",10
"< 1","M","Pre","XVII","2016",9
"< 1","M","Pre","XVII","2017",15
"< 1","M","Pre","XVIII","2006",7
"< 1","M","Pre","XVIII","2007",1
"< 1","M","Pre","XVIII","2008",6
"< 1","M","Pre","XVIII","2010",8
"< 1","M","Pre","XVIII","2011",2
"< 1","M","Pre","XVIII","2012",1
"< 1","M","Pre","XVIII","2013",5
"< 1","M","Pre","XVIII","2014",4
"< 1","M","Pre","XVIII","2015",2
"< 1","M","Pre","XVIII","2016",1
"< 1","M","Pre","XVIII","2017",3
"< 1","M","Pre","XX","2006",3
"< 1","M","Pre","XX","2008",3
"< 1","M","Pre","XX","2009",4
"< 1","M","Pre","XX","2010",2
"< 1","M","Pre","XX","2011",1
"< 1","M","Pre","XX","2012",1
"< 1","M","Pre","XX","2013",1
"< 1","M","Pre","XX","2014",1
"< 1","M","Pre","XX","2016",2
"< 1","M","Pre","XX","2017",1
"1-9","F","Ama","I","2008",1
"1-9","F","Ama","I","2012",1
"1-9","F","Ama","IV","2016",1
"1-9","F","Ama","XVII","2006",1
"1-9","F","Ama","XX","2007",1
"1-9","F","Bra","I","2006",10
"1-9","F","Bra","I","2007",7
"1-9","F","Bra","I","2008",6
"1-9","F","Bra","I","2009",8
"1-9","F","Bra","I","2010",17
"1-9","F","Bra","I","2011",7
"1-9","F","Bra","I","2012",7
"1-9","F","Bra","I","2013",4
"1-9","F","Bra","I","2014",5
"1-9","F","Bra","I","2015",4
"1-9","F","Bra","I","2016",2
"1-9","F","Bra","I","2017",6
"1-9","F","Bra","II","2006",5
"1-9","F","Bra","II","2007",3
"1-9","F","Bra","II","2008",3
"1-9","F","Bra","II","2009",2
"1-9","F","Bra","II","2010",3
"1-9","F","Bra","II","2011",3
"1-9","F","Bra","II","2012",4
"1-9","F","Bra","II","2013",4
"1-9","F","Bra","II","2014",4
"1-9","F","Bra","II","2015",5
"1-9","F","Bra","II","2016",4
"1-9","F","Bra","II","2017",2
"1-9","F","Bra","III","2006",3
"1-9","F","Bra","III","2007",1
"1-9","F","Bra","III","2008",2
"1-9","F","Bra","III","2009",1
"1-9","F","Bra","III","2010",2
"1-9","F","Bra","III","2011",3
"1-9","F","Bra","III","2013",1
"1-9","F","Bra","III","2016",1
"1-9","F","Bra","III","2017",2
"1-9","F","Bra","IV","2006",1
"1-9","F","Bra","IV","2007",3
"1-9","F","Bra","IV","2008",3
"1-9","F","Bra","IV","2009",2
"1-9","F","Bra","IV","2010",2
"1-9","F","Bra","IV","2011",3
"1-9","F","Bra","IV","2013",1
"1-9","F","Bra","IV","2014",2
"1-9","F","Bra","IV","2015",2
"1-9","F","Bra","IV","2016",4
"1-9","F","Bra","IX","2006",7
"1-9","F","Bra","IX","2007",3
"1-9","F","Bra","IX","2009",2
"1-9","F","Bra","IX","2010",3
"1-9","F","Bra","IX","2011",2
"1-9","F","Bra","IX","2012",3
"1-9","F","Bra","IX","2013",4
"1-9","F","Bra","IX","2014",3
"1-9","F","Bra","IX","2015",3
"1-9","F","Bra","IX","2016",3
"1-9","F","Bra","IX","2017",3
"1-9","F","Bra","V","2013",1
"1-9","F","Bra","VI","2006",12
"1-9","F","Bra","VI","2007",12
"1-9","F","Bra","VI","2008",7
"1-9","F","Bra","VI","2009",8
"1-9","F","Bra","VI","2010",13
"1-9","F","Bra","VI","2011",6
"1-9","F","Bra","VI","2012",5
"1-9","F","Bra","VI","2013",10
"1-9","F","Bra","VI","2014",6
"1-9","F","Bra","VI","2015",5
"1-9","F","Bra","VI","2016",4
"1-9","F","Bra","VI","2017",8
"1-9","F","Bra","X","2006",12
"1-9","F","Bra","X","2007",8
"1-9","F","Bra","X","2008",13
"1-9","F","Bra","X","2009",14
"1-9","F","Bra","X","2010",15
"1-9","F","Bra","X","2011",9
"1-9","F","Bra","X","2012",10
"1-9","F","Bra","X","2013",11
"1-9","F","Bra","X","2014",8
"1-9","F","Bra","X","2015",3
"1-9","F","Bra","X","2016",9
"1-9","F","Bra","X","2017",5
"1-9","F","Bra","XI","2006",1
"1-9","F","Bra","XI","2008",1
"1-9","F","Bra","XI","2009",2
"1-9","F","Bra","XI","2010",1
"1-9","F","Bra","XI","2011",3
"1-9","F","Bra","XI","2012",2
"1-9","F","Bra","XI","2015",1
"1-9","F","Bra","XII","2009",1
"1-9","F","Bra","XII","2011",2
"1-9","F","Bra","XIII","2007",1
"1-9","F","Bra","XIII","2013",1
"1-9","F","Bra","XIV","2007",1
"1-9","F","Bra","XIV","2012",1
"1-9","F","Bra","XIV","2013",5
"1-9","F","Bra","XIV","2014",1
"1-9","F","Bra","XIV","2016",1
"1-9","F","Bra","XIV","2017",1
"1-9","F","Bra","XVI","2011",1
"1-9","F","Bra","XVII","2006",8
"1-9","F","Bra","XVII","2007",5
"1-9","F","Bra","XVII","2008",2
"1-9","F","Bra","XVII","2009",4
"1-9","F","Bra","XVII","2010",3
"1-9","F","Bra","XVII","2011",2
"1-9","F","Bra","XVII","2012",5
"1-9","F","Bra","XVII","2013",4
"1-9","F","Bra","XVII","2014",4
"1-9","F","Bra","XVII","2015",3
"1-9","F","Bra","XVII","2016",7
"1-9","F","Bra","XVII","2017",3
"1-9","F","Bra","XVIII","2006",8
"1-9","F","Bra","XVIII","2007",8
"1-9","F","Bra","XVIII","2008",6
"1-9","F","Bra","XVIII","2009",8
"1-9","F","Bra","XVIII","2010",7
"1-9","F","Bra","XVIII","2011",5
"1-9","F","Bra","XVIII","2012",10
"1-9","F","Bra","XVIII","2013",2
"1-9","F","Bra","XVIII","2014",5
"1-9","F","Bra","XVIII","2015",4
"1-9","F","Bra","XVIII","2016",5
"1-9","F","Bra","XVIII","2017",7
"1-9","F","Bra","XX","2006",18
"1-9","F","Bra","XX","2007",13
"1-9","F","Bra","XX","2008",20
"1-9","F","Bra","XX","2009",11
"1-9","F","Bra","XX","2010",9
"1-9","F","Bra","XX","2011",8
"1-9","F","Bra","XX","2012",10
"1-9","F","Bra","XX","2013",13
"1-9","F","Bra","XX","2014",9
"1-9","F","Bra","XX","2015",11
"1-9","F","Bra","XX","2016",4
"1-9","F","Bra","XX","2017",8
"1-9","F","Ind","I","2006",1
"1-9","F","Ind","I","2012",1
"1-9","F","Ind","II","2006",1
"1-9","F","Ind","II","2015",1
"1-9","F","Ind","VI","2006",1
"1-9","F","Ind","X","2006",1
"1-9","F","Ind","XIV","2014",1
"1-9","F","Ind","XVII","2014",1
"1-9","F","Ind","XVII","2016",1
"1-9","F","Ind","XVIII","2006",2
"1-9","F","Ind","XVIII","2007",1
"1-9","F","Ind","XVIII","2012",1
"1-9","F","Ind","XX","2014",1
"1-9","F","null","I","2006",13
"1-9","F","null","I","2007",15
"1-9","F","null","I","2008",12
"1-9","F","null","I","2009",11
"1-9","F","null","I","2010",7
"1-9","F","null","I","2011",6
"1-9","F","null","I","2012",5
"1-9","F","null","I","2013",5
"1-9","F","null","I","2014",4
"1-9","F","null","I","2015",4
"1-9","F","null","I","2016",4
"1-9","F","null","I","2017",1
"1-9","F","null","II","2006",7
"1-9","F","null","II","2007",6
"1-9","F","null","II","2008",6
"1-9","F","null","II","2009",2
"1-9","F","null","II","2010",1
"1-9","F","null","II","2011",8
"1-9","F","null","II","2012",4
"1-9","F","null","II","2014",2
"1-9","F","null","II","2015",1
"1-9","F","null","II","2016",1
"1-9","F","null","II","2017",1
"1-9","F","null","III","2006",4
"1-9","F","null","III","2007",1
"1-9","F","null","III","2008",1
"1-9","F","null","III","2009",2
"1-9","F","null","III","2010",3
"1-9","F","null","III","2011",1
"1-9","F","null","III","2012",2
"1-9","F","null","III","2013",1
"1-9","F","null","III","2014",1
"1-9","F","null","III","2015",1
"1-9","F","null","III","2016",1
"1-9","F","null","III","2017",3
"1-9","F","null","IV","2006",2
"1-9","F","null","IV","2007",3
"1-9","F","null","IV","2008",2
"1-9","F","null","IV","2009",2
"1-9","F","null","IV","2012",1
"1-9","F","null","IV","2014",1
"1-9","F","null","IV","2016",1
"1-9","F","null","IX","2006",4
"1-9","F","null","IX","2007",9
"1-9","F","null","IX","2008",2
"1-9","F","null","IX","2009",2
"1-9","F","null","IX","2010",1
"1-9","F","null","IX","2012",3
"1-9","F","null","IX","2015",1
"1-9","F","null","IX","2016",1
"1-9","F","null","V","2006",1
"1-9","F","null","VI","2006",12
"1-9","F","null","VI","2007",9
"1-9","F","null","VI","2008",9
"1-9","F","null","VI","2009",14
"1-9","F","null","VI","2010",4
"1-9","F","null","VI","2011",3
"1-9","F","null","VI","2012",6
"1-9","F","null","VI","2013",5
"1-9","F","null","VI","2014",2
"1-9","F","null","VI","2015",3
"1-9","F","null","VI","2016",2
"1-9","F","null","VIII","2009",1
"1-9","F","null","X","2006",18
"1-9","F","null","X","2007",10
"1-9","F","null","X","2008",13
"1-9","F","null","X","2009",7
"1-9","F","null","X","2010",6
"1-9","F","null","X","2011",5
"1-9","F","null","X","2012",6
"1-9","F","null","X","2013",2
"1-9","F","null","X","2014",4
"1-9","F","null","X","2015",4
"1-9","F","null","X","2016",5
"1-9","F","null","X","2017",1
"1-9","F","null","XI","2006",4
"1-9","F","null","XI","2007",1
"1-9","F","null","XI","2008",1
"1-9","F","null","XI","2009",5
"1-9","F","null","XI","2011",2
"1-9","F","null","XI","2012",3
"1-9","F","null","XI","2014",1
"1-9","F","null","XI","2015",1
"1-9","F","null","XII","2010",1
"1-9","F","null","XIII","2007",1
"1-9","F","null","XIII","2009",1
"1-9","F","null","XIII","2011",1
"1-9","F","null","XIII","2013",1
"1-9","F","null","XIV","2006",1
"1-9","F","null","XIV","2007",1
"1-9","F","null","XIV","2008",1
"1-9","F","null","XIV","2009",1
"1-9","F","null","XIV","2011",2
