"idade","sexo","racacor","causabas","ano","n"
"50-59","M","Pre","I","2006",54
"50-59","M","Pre","I","2007",49
"50-59","M","Pre","I","2008",63
"50-59","M","Pre","I","2009",62
"50-59","M","Pre","I","2010",78
"50-59","M","Pre","I","2011",63
"50-59","M","Pre","I","2012",68
"50-59","M","Pre","I","2013",67
"50-59","M","Pre","I","2014",59
"50-59","M","Pre","I","2015",72
"50-59","M","Pre","I","2016",61
"50-59","M","Pre","I","2017",69
"50-59","M","Pre","II","2006",77
"50-59","M","Pre","II","2007",75
"50-59","M","Pre","II","2008",99
"50-59","M","Pre","II","2009",113
"50-59","M","Pre","II","2010",107
"50-59","M","Pre","II","2011",118
"50-59","M","Pre","II","2012",133
"50-59","M","Pre","II","2013",153
"50-59","M","Pre","II","2014",144
"50-59","M","Pre","II","2015",155
"50-59","M","Pre","II","2016",174
"50-59","M","Pre","II","2017",181
"50-59","M","Pre","III","2006",3
"50-59","M","Pre","III","2007",4
"50-59","M","Pre","III","2008",3
"50-59","M","Pre","III","2009",3
"50-59","M","Pre","III","2010",8
"50-59","M","Pre","III","2011",3
"50-59","M","Pre","III","2012",3
"50-59","M","Pre","III","2013",11
"50-59","M","Pre","III","2014",4
"50-59","M","Pre","III","2015",6
"50-59","M","Pre","III","2016",6
"50-59","M","Pre","III","2017",7
"50-59","M","Pre","IV","2006",52
"50-59","M","Pre","IV","2007",49
"50-59","M","Pre","IV","2008",48
"50-59","M","Pre","IV","2009",58
"50-59","M","Pre","IV","2010",45
"50-59","M","Pre","IV","2011",64
"50-59","M","Pre","IV","2012",61
"50-59","M","Pre","IV","2013",60
"50-59","M","Pre","IV","2014",60
"50-59","M","Pre","IV","2015",78
"50-59","M","Pre","IV","2016",68
"50-59","M","Pre","IV","2017",87
"50-59","M","Pre","IX","2006",194
"50-59","M","Pre","IX","2007",199
"50-59","M","Pre","IX","2008",228
"50-59","M","Pre","IX","2009",197
"50-59","M","Pre","IX","2010",223
"50-59","M","Pre","IX","2011",254
"50-59","M","Pre","IX","2012",246
"50-59","M","Pre","IX","2013",256
"50-59","M","Pre","IX","2014",268
"50-59","M","Pre","IX","2015",273
"50-59","M","Pre","IX","2016",254
"50-59","M","Pre","IX","2017",271
"50-59","M","Pre","V","2006",9
"50-59","M","Pre","V","2007",17
"50-59","M","Pre","V","2008",17
"50-59","M","Pre","V","2009",14
"50-59","M","Pre","V","2010",18
"50-59","M","Pre","V","2011",34
"50-59","M","Pre","V","2012",26
"50-59","M","Pre","V","2013",19
"50-59","M","Pre","V","2014",39
"50-59","M","Pre","V","2015",32
"50-59","M","Pre","V","2016",28
"50-59","M","Pre","V","2017",43
"50-59","M","Pre","VI","2006",4
"50-59","M","Pre","VI","2007",5
"50-59","M","Pre","VI","2008",5
"50-59","M","Pre","VI","2009",5
"50-59","M","Pre","VI","2010",9
"50-59","M","Pre","VI","2011",10
"50-59","M","Pre","VI","2012",5
"50-59","M","Pre","VI","2013",11
"50-59","M","Pre","VI","2014",16
"50-59","M","Pre","VI","2015",14
"50-59","M","Pre","VI","2016",9
"50-59","M","Pre","VI","2017",9
"50-59","M","Pre","X","2006",38
"50-59","M","Pre","X","2007",35
"50-59","M","Pre","X","2008",37
"50-59","M","Pre","X","2009",39
"50-59","M","Pre","X","2010",51
"50-59","M","Pre","X","2011",68
"50-59","M","Pre","X","2012",59
"50-59","M","Pre","X","2013",71
"50-59","M","Pre","X","2014",63
"50-59","M","Pre","X","2015",50
"50-59","M","Pre","X","2016",66
"50-59","M","Pre","X","2017",55
"50-59","M","Pre","XI","2006",63
"50-59","M","Pre","XI","2007",50
"50-59","M","Pre","XI","2008",79
"50-59","M","Pre","XI","2009",97
"50-59","M","Pre","XI","2010",82
"50-59","M","Pre","XI","2011",102
"50-59","M","Pre","XI","2012",91
"50-59","M","Pre","XI","2013",90
"50-59","M","Pre","XI","2014",117
"50-59","M","Pre","XI","2015",84
"50-59","M","Pre","XI","2016",94
"50-59","M","Pre","XI","2017",103
"50-59","M","Pre","XII","2006",1
"50-59","M","Pre","XII","2007",1
"50-59","M","Pre","XII","2008",6
"50-59","M","Pre","XII","2009",1
"50-59","M","Pre","XII","2010",2
"50-59","M","Pre","XII","2012",1
"50-59","M","Pre","XII","2013",2
"50-59","M","Pre","XII","2014",3
"50-59","M","Pre","XII","2015",3
"50-59","M","Pre","XII","2016",2
"50-59","M","Pre","XII","2017",4
"50-59","M","Pre","XIII","2007",3
"50-59","M","Pre","XIII","2008",1
"50-59","M","Pre","XIII","2009",1
"50-59","M","Pre","XIII","2010",2
"50-59","M","Pre","XIII","2011",2
"50-59","M","Pre","XIII","2012",2
"50-59","M","Pre","XIII","2013",2
"50-59","M","Pre","XIII","2014",2
"50-59","M","Pre","XIII","2015",2
"50-59","M","Pre","XIII","2016",2
"50-59","M","Pre","XIII","2017",1
"50-59","M","Pre","XIV","2006",12
"50-59","M","Pre","XIV","2007",9
"50-59","M","Pre","XIV","2008",11
"50-59","M","Pre","XIV","2009",15
"50-59","M","Pre","XIV","2010",13
"50-59","M","Pre","XIV","2011",15
"50-59","M","Pre","XIV","2012",14
"50-59","M","Pre","XIV","2013",23
"50-59","M","Pre","XIV","2014",29
"50-59","M","Pre","XIV","2015",20
"50-59","M","Pre","XIV","2016",19
"50-59","M","Pre","XIV","2017",18
"50-59","M","Pre","XVII","2011",2
"50-59","M","Pre","XVII","2014",2
"50-59","M","Pre","XVII","2016",1
"50-59","M","Pre","XVII","2017",1
"50-59","M","Pre","XVIII","2006",66
"50-59","M","Pre","XVIII","2007",64
"50-59","M","Pre","XVIII","2008",65
"50-59","M","Pre","XVIII","2009",81
"50-59","M","Pre","XVIII","2010",71
"50-59","M","Pre","XVIII","2011",80
"50-59","M","Pre","XVIII","2012",82
"50-59","M","Pre","XVIII","2013",83
"50-59","M","Pre","XVIII","2014",85
"50-59","M","Pre","XVIII","2015",111
"50-59","M","Pre","XVIII","2016",137
"50-59","M","Pre","XVIII","2017",135
"50-59","M","Pre","XX","2006",52
"50-59","M","Pre","XX","2007",56
"50-59","M","Pre","XX","2008",82
"50-59","M","Pre","XX","2009",73
"50-59","M","Pre","XX","2010",84
"50-59","M","Pre","XX","2011",72
"50-59","M","Pre","XX","2012",89
"50-59","M","Pre","XX","2013",109
"50-59","M","Pre","XX","2014",94
"50-59","M","Pre","XX","2015",94
"50-59","M","Pre","XX","2016",106
"50-59","M","Pre","XX","2017",107
"60-69","F","Ama","I","2011",1
"60-69","F","Ama","I","2012",1
"60-69","F","Ama","I","2014",2
"60-69","F","Ama","I","2017",2
"60-69","F","Ama","II","2006",1
"60-69","F","Ama","II","2007",2
"60-69","F","Ama","II","2008",1
"60-69","F","Ama","II","2010",1
"60-69","F","Ama","II","2012",1
"60-69","F","Ama","II","2014",4
"60-69","F","Ama","II","2015",3
"60-69","F","Ama","II","2016",5
"60-69","F","Ama","II","2017",3
"60-69","F","Ama","IV","2006",1
"60-69","F","Ama","IV","2008",2
"60-69","F","Ama","IV","2010",2
"60-69","F","Ama","IV","2011",2
"60-69","F","Ama","IV","2012",1
"60-69","F","Ama","IV","2013",2
"60-69","F","Ama","IV","2014",1
"60-69","F","Ama","IV","2015",1
"60-69","F","Ama","IV","2016",1
"60-69","F","Ama","IV","2017",2
"60-69","F","Ama","IX","2006",2
"60-69","F","Ama","IX","2007",3
"60-69","F","Ama","IX","2008",4
"60-69","F","Ama","IX","2009",5
"60-69","F","Ama","IX","2010",6
"60-69","F","Ama","IX","2011",3
"60-69","F","Ama","IX","2012",5
"60-69","F","Ama","IX","2013",3
"60-69","F","Ama","IX","2014",3
"60-69","F","Ama","IX","2015",1
"60-69","F","Ama","IX","2016",3
"60-69","F","Ama","IX","2017",7
"60-69","F","Ama","V","2008",1
"60-69","F","Ama","V","2014",1
"60-69","F","Ama","V","2015",1
"60-69","F","Ama","VI","2009",1
"60-69","F","Ama","VI","2017",1
"60-69","F","Ama","X","2008",1
"60-69","F","Ama","X","2014",1
"60-69","F","Ama","X","2015",2
"60-69","F","Ama","X","2016",1
"60-69","F","Ama","X","2017",2
"60-69","F","Ama","XI","2006",1
"60-69","F","Ama","XI","2011",1
"60-69","F","Ama","XI","2012",1
"60-69","F","Ama","XI","2016",2
"60-69","F","Ama","XI","2017",2
"60-69","F","Ama","XIII","2011",2
"60-69","F","Ama","XIV","2011",1
"60-69","F","Ama","XIV","2012",1
"60-69","F","Ama","XIV","2013",1
"60-69","F","Ama","XIV","2015",1
"60-69","F","Ama","XIV","2017",1
"60-69","F","Ama","XVIII","2007",1
"60-69","F","Ama","XVIII","2012",4
"60-69","F","Ama","XVIII","2015",1
"60-69","F","Ama","XVIII","2016",2
"60-69","F","Ama","XX","2009",1
"60-69","F","Ama","XX","2013",1
"60-69","F","Ama","XX","2016",2
"60-69","F","Bra","I","2006",22
"60-69","F","Bra","I","2007",24
"60-69","F","Bra","I","2008",29
"60-69","F","Bra","I","2009",40
"60-69","F","Bra","I","2010",32
"60-69","F","Bra","I","2011",31
"60-69","F","Bra","I","2012",35
"60-69","F","Bra","I","2013",23
"60-69","F","Bra","I","2014",40
"60-69","F","Bra","I","2015",38
"60-69","F","Bra","I","2016",31
"60-69","F","Bra","I","2017",26
"60-69","F","Bra","II","2006",162
"60-69","F","Bra","II","2007",158
"60-69","F","Bra","II","2008",168
"60-69","F","Bra","II","2009",165
"60-69","F","Bra","II","2010",182
"60-69","F","Bra","II","2011",226
"60-69","F","Bra","II","2012",188
"60-69","F","Bra","II","2013",215
"60-69","F","Bra","II","2014",225
"60-69","F","Bra","II","2015",232
"60-69","F","Bra","II","2016",243
"60-69","F","Bra","II","2017",254
"60-69","F","Bra","III","2006",7
"60-69","F","Bra","III","2007",6
"60-69","F","Bra","III","2008",5
"60-69","F","Bra","III","2009",6
"60-69","F","Bra","III","2010",9
"60-69","F","Bra","III","2011",1
"60-69","F","Bra","III","2012",3
"60-69","F","Bra","III","2013",5
"60-69","F","Bra","III","2014",6
"60-69","F","Bra","III","2015",9
"60-69","F","Bra","III","2016",4
"60-69","F","Bra","III","2017",4
"60-69","F","Bra","IV","2006",67
"60-69","F","Bra","IV","2007",87
"60-69","F","Bra","IV","2008",100
"60-69","F","Bra","IV","2009",94
"60-69","F","Bra","IV","2010",102
"60-69","F","Bra","IV","2011",109
"60-69","F","Bra","IV","2012",102
"60-69","F","Bra","IV","2013",92
"60-69","F","Bra","IV","2014",88
"60-69","F","Bra","IV","2015",92
"60-69","F","Bra","IV","2016",97
"60-69","F","Bra","IV","2017",95
"60-69","F","Bra","IX","2006",192
"60-69","F","Bra","IX","2007",251
"60-69","F","Bra","IX","2008",219
"60-69","F","Bra","IX","2009",237
"60-69","F","Bra","IX","2010",238
"60-69","F","Bra","IX","2011",260
"60-69","F","Bra","IX","2012",257
"60-69","F","Bra","IX","2013",235
"60-69","F","Bra","IX","2014",247
"60-69","F","Bra","IX","2015",229
"60-69","F","Bra","IX","2016",221
"60-69","F","Bra","IX","2017",233
"60-69","F","Bra","V","2006",5
"60-69","F","Bra","V","2009",5
"60-69","F","Bra","V","2010",3
"60-69","F","Bra","V","2011",4
"60-69","F","Bra","V","2012",1
"60-69","F","Bra","V","2013",5
"60-69","F","Bra","V","2014",6
"60-69","F","Bra","V","2015",6
"60-69","F","Bra","V","2016",4
"60-69","F","Bra","V","2017",5
"60-69","F","Bra","VI","2006",9
"60-69","F","Bra","VI","2007",8
"60-69","F","Bra","VI","2008",3
"60-69","F","Bra","VI","2009",8
"60-69","F","Bra","VI","2010",15
"60-69","F","Bra","VI","2011",11
"60-69","F","Bra","VI","2012",11
"60-69","F","Bra","VI","2013",14
"60-69","F","Bra","VI","2014",8
"60-69","F","Bra","VI","2015",16
"60-69","F","Bra","VI","2016",16
"60-69","F","Bra","VI","2017",14
"60-69","F","Bra","VII","2012",1
"60-69","F","Bra","VIII","2006",1
"60-69","F","Bra","X","2006",66
"60-69","F","Bra","X","2007",55
"60-69","F","Bra","X","2008",54
"60-69","F","Bra","X","2009",66
"60-69","F","Bra","X","2010",62
"60-69","F","Bra","X","2011",75
"60-69","F","Bra","X","2012",65
"60-69","F","Bra","X","2013",68
"60-69","F","Bra","X","2014",51
"60-69","F","Bra","X","2015",62
"60-69","F","Bra","X","2016",72
"60-69","F","Bra","X","2017",73
"60-69","F","Bra","XI","2006",22
"60-69","F","Bra","XI","2007",29
"60-69","F","Bra","XI","2008",43
"60-69","F","Bra","XI","2009",40
"60-69","F","Bra","XI","2010",40
"60-69","F","Bra","XI","2011",43
"60-69","F","Bra","XI","2012",60
"60-69","F","Bra","XI","2013",38
"60-69","F","Bra","XI","2014",49
"60-69","F","Bra","XI","2015",43
"60-69","F","Bra","XI","2016",37
"60-69","F","Bra","XI","2017",40
"60-69","F","Bra","XII","2006",1
"60-69","F","Bra","XII","2009",3
"60-69","F","Bra","XII","2010",5
"60-69","F","Bra","XII","2011",3
"60-69","F","Bra","XII","2012",3
"60-69","F","Bra","XII","2013",1
"60-69","F","Bra","XII","2014",5
"60-69","F","Bra","XII","2015",2
"60-69","F","Bra","XII","2016",9
"60-69","F","Bra","XII","2017",5
"60-69","F","Bra","XIII","2006",2
"60-69","F","Bra","XIII","2007",1
"60-69","F","Bra","XIII","2008",6
"60-69","F","Bra","XIII","2009",4
"60-69","F","Bra","XIII","2010",8
"60-69","F","Bra","XIII","2011",8
"60-69","F","Bra","XIII","2012",7
"60-69","F","Bra","XIII","2013",5
"60-69","F","Bra","XIII","2014",5
"60-69","F","Bra","XIII","2015",4
"60-69","F","Bra","XIII","2016",3
"60-69","F","Bra","XIII","2017",4
"60-69","F","Bra","XIV","2006",8
"60-69","F","Bra","XIV","2007",8
"60-69","F","Bra","XIV","2008",14
"60-69","F","Bra","XIV","2009",9
"60-69","F","Bra","XIV","2010",19
"60-69","F","Bra","XIV","2011",10
"60-69","F","Bra","XIV","2012",18
"60-69","F","Bra","XIV","2013",18
"60-69","F","Bra","XIV","2014",7
"60-69","F","Bra","XIV","2015",13
"60-69","F","Bra","XIV","2016",24
"60-69","F","Bra","XIV","2017",23
"60-69","F","Bra","XVII","2009",2
"60-69","F","Bra","XVII","2012",3
"60-69","F","Bra","XVII","2014",2
"60-69","F","Bra","XVII","2016",2
"60-69","F","Bra","XVII","2017",1
"60-69","F","Bra","XVIII","2006",49
"60-69","F","Bra","XVIII","2007",46
"60-69","F","Bra","XVIII","2008",70
"60-69","F","Bra","XVIII","2009",60
"60-69","F","Bra","XVIII","2010",55
"60-69","F","Bra","XVIII","2011",73
"60-69","F","Bra","XVIII","2012",72
"60-69","F","Bra","XVIII","2013",58
"60-69","F","Bra","XVIII","2014",67
"60-69","F","Bra","XVIII","2015",73
"60-69","F","Bra","XVIII","2016",83
"60-69","F","Bra","XVIII","2017",94
"60-69","F","Bra","XX","2006",12
"60-69","F","Bra","XX","2007",23
"60-69","F","Bra","XX","2008",20
"60-69","F","Bra","XX","2009",28
"60-69","F","Bra","XX","2010",29
"60-69","F","Bra","XX","2011",27
"60-69","F","Bra","XX","2012",24
"60-69","F","Bra","XX","2013",29
"60-69","F","Bra","XX","2014",22
"60-69","F","Bra","XX","2015",31
"60-69","F","Bra","XX","2016",21
"60-69","F","Bra","XX","2017",23
"60-69","F","Ind","I","2013",2
"60-69","F","Ind","I","2014",1
"60-69","F","Ind","I","2015",2
"60-69","F","Ind","II","2007",1
"60-69","F","Ind","II","2009",2
"60-69","F","Ind","II","2012",1
"60-69","F","Ind","II","2013",3
"60-69","F","Ind","II","2014",1
"60-69","F","Ind","II","2015",2
"60-69","F","Ind","II","2016",5
"60-69","F","Ind","III","2013",1
"60-69","F","Ind","III","2015",1
"60-69","F","Ind","III","2016",1
"60-69","F","Ind","IV","2006",2
"60-69","F","Ind","IV","2007",1
"60-69","F","Ind","IV","2008",1
"60-69","F","Ind","IV","2010",1
"60-69","F","Ind","IV","2012",1
"60-69","F","Ind","IV","2013",5
"60-69","F","Ind","IV","2014",2
"60-69","F","Ind","IV","2015",3
"60-69","F","Ind","IV","2017",1
"60-69","F","Ind","IX","2006",2
"60-69","F","Ind","IX","2007",4
"60-69","F","Ind","IX","2009",3
"60-69","F","Ind","IX","2010",1
"60-69","F","Ind","IX","2011",6
"60-69","F","Ind","IX","2012",2
"60-69","F","Ind","IX","2013",4
"60-69","F","Ind","IX","2014",2
"60-69","F","Ind","IX","2015",3
"60-69","F","Ind","IX","2016",5
"60-69","F","Ind","IX","2017",1
"60-69","F","Ind","V","2014",1
"60-69","F","Ind","V","2015",1
"60-69","F","Ind","X","2006",2
"60-69","F","Ind","X","2008",1
"60-69","F","Ind","X","2012",1
"60-69","F","Ind","X","2013",1
"60-69","F","Ind","X","2014",2
"60-69","F","Ind","X","2016",1
"60-69","F","Ind","X","2017",1
"60-69","F","Ind","XI","2007",1
"60-69","F","Ind","XI","2011",1
"60-69","F","Ind","XI","2014",1
"60-69","F","Ind","XI","2016",1
"60-69","F","Ind","XI","2017",1
"60-69","F","Ind","XIV","2015",2
"60-69","F","Ind","XVIII","2007",1
"60-69","F","Ind","XVIII","2008",1
"60-69","F","Ind","XVIII","2009",1
"60-69","F","Ind","XVIII","2010",1
"60-69","F","Ind","XVIII","2012",2
"60-69","F","Ind","XVIII","2013",2
"60-69","F","Ind","XVIII","2014",1
"60-69","F","Ind","XVIII","2017",1
"60-69","F","Ind","XX","2013",1
"60-69","F","Ind","XX","2014",1
"60-69","F","null","I","2006",38
"60-69","F","null","I","2007",33
"60-69","F","null","I","2008",22
"60-69","F","null","I","2009",26
"60-69","F","null","I","2010",20
"60-69","F","null","I","2011",26
"60-69","F","null","I","2012",18
"60-69","F","null","I","2013",24
"60-69","F","null","I","2014",21
"60-69","F","null","I","2015",27
"60-69","F","null","I","2016",16
"60-69","F","null","I","2017",25
"60-69","F","null","II","2006",115
"60-69","F","null","II","2007",109
"60-69","F","null","II","2008",109
"60-69","F","null","II","2009",94
"60-69","F","null","II","2010",76
"60-69","F","null","II","2011",79
"60-69","F","null","II","2012",72
"60-69","F","null","II","2013",80
"60-69","F","null","II","2014",73
"60-69","F","null","II","2015",80
"60-69","F","null","II","2016",59
"60-69","F","null","II","2017",79
"60-69","F","null","III","2006",4
"60-69","F","null","III","2007",5
"60-69","F","null","III","2008",5
"60-69","F","null","III","2009",2
"60-69","F","null","III","2010",3
"60-69","F","null","III","2011",4
"60-69","F","null","III","2012",6
"60-69","F","null","III","2013",4
"60-69","F","null","III","2014",4
"60-69","F","null","III","2015",3
"60-69","F","null","III","2016",2
"60-69","F","null","III","2017",3
"60-69","F","null","IV","2006",87
"60-69","F","null","IV","2007",101
"60-69","F","null","IV","2008",98
"60-69","F","null","IV","2009",88
"60-69","F","null","IV","2010",68
"60-69","F","null","IV","2011",75
"60-69","F","null","IV","2012",83
"60-69","F","null","IV","2013",65
"60-69","F","null","IV","2014",77
"60-69","F","null","IV","2015",59
"60-69","F","null","IV","2016",54
"60-69","F","null","IV","2017",47
"60-69","F","null","IX","2006",354
"60-69","F","null","IX","2007",309
"60-69","F","null","IX","2008",324
"60-69","F","null","IX","2009",261
"60-69","F","null","IX","2010",187
"60-69","F","null","IX","2011",197
"60-69","F","null","IX","2012",174
"60-69","F","null","IX","2013",180
"60-69","F","null","IX","2014",139
"60-69","F","null","IX","2015",136
"60-69","F","null","IX","2016",118
"60-69","F","null","IX","2017",116
"60-69","F","null","V","2006",4
"60-69","F","null","V","2007",1
"60-69","F","null","V","2008",7
"60-69","F","null","V","2009",2
"60-69","F","null","V","2010",2
"60-69","F","null","V","2011",4
"60-69","F","null","V","2012",4
"60-69","F","null","V","2013",2
"60-69","F","null","V","2014",2
"60-69","F","null","V","2015",1
"60-69","F","null","V","2016",1
"60-69","F","null","V","2017",1
"60-69","F","null","VI","2006",4
"60-69","F","null","VI","2007",5
"60-69","F","null","VI","2008",5
"60-69","F","null","VI","2009",4
"60-69","F","null","VI","2010",3
"60-69","F","null","VI","2011",2
"60-69","F","null","VI","2012",5
"60-69","F","null","VI","2013",3
"60-69","F","null","VI","2014",3
"60-69","F","null","VI","2015",3
"60-69","F","null","VI","2016",8
"60-69","F","null","VI","2017",5
"60-69","F","null","X","2006",45
"60-69","F","null","X","2007",50
"60-69","F","null","X","2008",40
"60-69","F","null","X","2009",47
"60-69","F","null","X","2010",31
"60-69","F","null","X","2011",31
"60-69","F","null","X","2012",35
"60-69","F","null","X","2013",40
"60-69","F","null","X","2014",32
"60-69","F","null","X","2015",26
"60-69","F","null","X","2016",32
"60-69","F","null","X","2017",29
"60-69","F","null","XI","2006",36
"60-69","F","null","XI","2007",29
"60-69","F","null","XI","2008",22
"60-69","F","null","XI","2009",24
"60-69","F","null","XI","2010",29
"60-69","F","null","XI","2011",29
"60-69","F","null","XI","2012",31
"60-69","F","null","XI","2013",25
"60-69","F","null","XI","2014",24
"60-69","F","null","XI","2015",30
"60-69","F","null","XI","2016",16
"60-69","F","null","XI","2017",21
"60-69","F","null","XII","2006",2
"60-69","F","null","XII","2007",2
"60-69","F","null","XII","2008",3
"60-69","F","null","XII","2011",1
"60-69","F","null","XII","2013",1
"60-69","F","null","XII","2014",1
"60-69","F","null","XII","2015",2
"60-69","F","null","XII","2016",1
"60-69","F","null","XII","2017",2
"60-69","F","null","XIII","2006",4
"60-69","F","null","XIII","2007",7
"60-69","F","null","XIII","2008",2
"60-69","F","null","XIII","2009",3
"60-69","F","null","XIII","2010",2
"60-69","F","null","XIII","2011",4
"60-69","F","null","XIII","2012",3
"60-69","F","null","XIII","2013",3
"60-69","F","null","XIII","2014",3
"60-69","F","null","XIII","2015",1
"60-69","F","null","XIII","2016",1
"60-69","F","null","XIV","2006",6
"60-69","F","null","XIV","2007",10
"60-69","F","null","XIV","2008",11
"60-69","F","null","XIV","2009",17
"60-69","F","null","XIV","2010",9
"60-69","F","null","XIV","2011",5
"60-69","F","null","XIV","2012",8
"60-69","F","null","XIV","2013",14
"60-69","F","null","XIV","2014",5
"60-69","F","null","XIV","2015",9
"60-69","F","null","XIV","2016",5
"60-69","F","null","XIV","2017",9
"60-69","F","null","XVII","2007",1
"60-69","F","null","XVII","2008",1
"60-69","F","null","XVII","2011",2
"60-69","F","null","XVII","2014",1
"60-69","F","null","XVIII","2006",233
"60-69","F","null","XVIII","2007",212
"60-69","F","null","XVIII","2008",215
"60-69","F","null","XVIII","2009",192
"60-69","F","null","XVIII","2010",161
"60-69","F","null","XVIII","2011",150
"60-69","F","null","XVIII","2012",132
"60-69","F","null","XVIII","2013",122
"60-69","F","null","XVIII","2014",125
"60-69","F","null","XVIII","2015",122
"60-69","F","null","XVIII","2016",95
"60-69","F","null","XVIII","2017",90
"60-69","F","null","XX","2006",11
"60-69","F","null","XX","2007",12
"60-69","F","null","XX","2008",9
"60-69","F","null","XX","2009",12
"60-69","F","null","XX","2010",9
"60-69","F","null","XX","2011",3
"60-69","F","null","XX","2012",7
"60-69","F","null","XX","2013",8
"60-69","F","null","XX","2014",12
"60-69","F","null","XX","2015",9
"60-69","F","null","XX","2016",5
"60-69","F","null","XX","2017",6
"60-69","F","Par","I","2006",90
"60-69","F","Par","I","2007",87
"60-69","F","Par","I","2008",85
"60-69","F","Par","I","2009",99
"60-69","F","Par","I","2010",99
"60-69","F","Par","I","2011",91
"60-69","F","Par","I","2012",111
"60-69","F","Par","I","2013",98
"60-69","F","Par","I","2014",133
"60-69","F","Par","I","2015",149
"60-69","F","Par","I","2016",129
"60-69","F","Par","I","2017",149
"60-69","F","Par","II","2006",366
"60-69","F","Par","II","2007",364
"60-69","F","Par","II","2008",433
"60-69","F","Par","II","2009",434
"60-69","F","Par","II","2010",445
"60-69","F","Par","II","2011",505
"60-69","F","Par","II","2012",536
"60-69","F","Par","II","2013",549
"60-69","F","Par","II","2014",563
"60-69","F","Par","II","2015",621
"60-69","F","Par","II","2016",652
"60-69","F","Par","II","2017",711
"60-69","F","Par","III","2006",12
"60-69","F","Par","III","2007",9
"60-69","F","Par","III","2008",20
"60-69","F","Par","III","2009",12
"60-69","F","Par","III","2010",20
"60-69","F","Par","III","2011",12
"60-69","F","Par","III","2012",11
"60-69","F","Par","III","2013",15
"60-69","F","Par","III","2014",16
"60-69","F","Par","III","2015",27
"60-69","F","Par","III","2016",30
"60-69","F","Par","III","2017",23
"60-69","F","Par","IV","2006",211
"60-69","F","Par","IV","2007",235
"60-69","F","Par","IV","2008",253
"60-69","F","Par","IV","2009",296
"60-69","F","Par","IV","2010",274
"60-69","F","Par","IV","2011",277
"60-69","F","Par","IV","2012",297
"60-69","F","Par","IV","2013",321
"60-69","F","Par","IV","2014",333
"60-69","F","Par","IV","2015",368
"60-69","F","Par","IV","2016",354
"60-69","F","Par","IV","2017",397
"60-69","F","Par","IX","2006",701
"60-69","F","Par","IX","2007",703
"60-69","F","Par","IX","2008",737
"60-69","F","Par","IX","2009",802
"60-69","F","Par","IX","2010",807
"60-69","F","Par","IX","2011",780
"60-69","F","Par","IX","2012",826
"60-69","F","Par","IX","2013",811
"60-69","F","Par","IX","2014",843
"60-69","F","Par","IX","2015",914
"60-69","F","Par","IX","2016",911
"60-69","F","Par","IX","2017",982
"60-69","F","Par","V","2006",6
"60-69","F","Par","V","2007",5
"60-69","F","Par","V","2008",4
"60-69","F","Par","V","2009",6
"60-69","F","Par","V","2010",8
"60-69","F","Par","V","2011",14
"60-69","F","Par","V","2012",13
"60-69","F","Par","V","2013",9
"60-69","F","Par","V","2014",10
"60-69","F","Par","V","2015",15
"60-69","F","Par","V","2016",17
"60-69","F","Par","V","2017",14
"60-69","F","Par","VI","2006",10
"60-69","F","Par","VI","2007",10
"60-69","F","Par","VI","2008",12
"60-69","F","Par","VI","2009",19
"60-69","F","Par","VI","2010",18
"60-69","F","Par","VI","2011",21
"60-69","F","Par","VI","2012",16
"60-69","F","Par","VI","2013",14
"60-69","F","Par","VI","2014",26
"60-69","F","Par","VI","2015",24
"60-69","F","Par","VI","2016",27
"60-69","F","Par","VI","2017",32
"60-69","F","Par","VIII","2014",1
"60-69","F","Par","X","2006",139
"60-69","F","Par","X","2007",150
"60-69","F","Par","X","2008",123
"60-69","F","Par","X","2009",166
"60-69","F","Par","X","2010",167
"60-69","F","Par","X","2011",170
"60-69","F","Par","X","2012",196
"60-69","F","Par","X","2013",191
"60-69","F","Par","X","2014",179
"60-69","F","Par","X","2015",220
"60-69","F","Par","X","2016",199
"60-69","F","Par","X","2017",229
"60-69","F","Par","XI","2006",75
"60-69","F","Par","XI","2007",72
"60-69","F","Par","XI","2008",102
"60-69","F","Par","XI","2009",106
"60-69","F","Par","XI","2010",121
"60-69","F","Par","XI","2011",119
"60-69","F","Par","XI","2012",134
"60-69","F","Par","XI","2013",149
"60-69","F","Par","XI","2014",154
"60-69","F","Par","XI","2015",157
"60-69","F","Par","XI","2016",149
"60-69","F","Par","XI","2017",172
"60-69","F","Par","XII","2006",3
"60-69","F","Par","XII","2007",4
"60-69","F","Par","XII","2008",4
"60-69","F","Par","XII","2009",5
"60-69","F","Par","XII","2010",9
"60-69","F","Par","XII","2011",5
"60-69","F","Par","XII","2012",14
"60-69","F","Par","XII","2013",12
"60-69","F","Par","XII","2014",13
"60-69","F","Par","XII","2015",17
"60-69","F","Par","XII","2016",20
"60-69","F","Par","XII","2017",19
"60-69","F","Par","XIII","2006",6
"60-69","F","Par","XIII","2007",6
"60-69","F","Par","XIII","2008",9
"60-69","F","Par","XIII","2009",5
"60-69","F","Par","XIII","2010",11
"60-69","F","Par","XIII","2011",10
"60-69","F","Par","XIII","2012",18
"60-69","F","Par","XIII","2013",7
"60-69","F","Par","XIII","2014",8
"60-69","F","Par","XIII","2015",15
"60-69","F","Par","XIII","2016",11
"60-69","F","Par","XIII","2017",7
"60-69","F","Par","XIV","2006",30
